cittadinanza,genere,comune_pdf,provenienza,classe_eta,eta,conta
Marocco,F,Saluzzo,Africa,Adulto,47,878
Marocco,F,Saluzzo,Africa,Giovane adulto,39,878
Marocco,M,Saluzzo,Africa,Adulto,44,878
Marocco,M,Saluzzo,Africa,Adulto,48,878
Marocco,M,Saluzzo,Africa,Giovane,24,878
Marocco,M,Saluzzo,Africa,Giovane adulto,37,878
Marocco,F,Saluzzo,Africa,Giovane,29,878
Albania,M,Saluzzo,Euro-est,Adulto,44,878
Albania,F,Saluzzo,Euro-est,Anziano,63,878
India,M,Saluzzo,India,Giovane,29,878
Albania,M,Saluzzo,Euro-est,Anziano,56,878
Romania,M,Saluzzo,Euro-est,Anziano,55,878
Romania,F,Saluzzo,Euro-est,Adulto,50,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,31,878
Albania,M,Saluzzo,Euro-est,Giovane,27,878
India,M,Saluzzo,India,Adulto,43,878
India,M,Saluzzo,India,Giovane adulto,33,878
India,M,Saluzzo,India,Anziano,59,878
India,M,Saluzzo,India,Adulto,41,878
India,M,Saluzzo,India,Anziano,61,878
Senegal,M,Saluzzo,Sub-shara,Adulto,48,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,44,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,37,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,43,878
Mali,M,Saluzzo,Africa,Giovane adulto,34,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane,27,878
Mali,M,Saluzzo,Africa,Giovane adulto,40,878
Mali,M,Saluzzo,Africa,Giovane,30,878
Mali,M,Saluzzo,Africa,Giovane adulto,38,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,34,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,34,878
Albania,F,Saluzzo,Euro-est,Adulto,41,878
Mali,M,Saluzzo,Africa,Giovane adulto,35,878
Marocco,M,Saluzzo,Africa,Giovane adulto,34,878
Marocco,M,Saluzzo,Africa,Adulto,44,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,32,878
Mali,M,Saluzzo,Africa,Giovane,26,878
Mali,M,Saluzzo,Africa,Giovane adulto,40,878
Mali,M,Saluzzo,Africa,Giovane,28,878
Marocco,M,Saluzzo,Africa,Anziano,58,878
Marocco,M,Saluzzo,Africa,Adulto,43,878
Albania,M,Saluzzo,Euro-est,Anziano,52,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,44,878
Mali,M,Saluzzo,Africa,Giovane adulto,31,878
Albania,M,Saluzzo,Euro-est,Adulto,47,878
Albania,F,Saluzzo,Euro-est,Adulto,47,878
Albania,M,Saluzzo,Euro-est,Anziano,57,878
Pakistan,M,Saluzzo,India,Giovane,24,878
Albania,M,Saluzzo,Euro-est,Anziano,65,878
Marocco,M,Saluzzo,Africa,Adulto,44,878
Repubblica dominicana,F,Saluzzo,Americhe,Adulto,48,878
Guinea,M,Saluzzo,Sub-shara,Giovane adulto,33,878
Marocco,M,Saluzzo,Africa,Giovane,26,878
Sierra leone,M,Saluzzo,Sub-shara,Adulto,45,878
Gambia,M,Saluzzo,Sub-shara,Giovane,28,878
India,M,Saluzzo,India,Giovane,24,878
Mali,M,Saluzzo,Africa,Giovane,28,878
Polonia,F,Saluzzo,Euro-est,Giovane adulto,39,878
Gambia,M,Saluzzo,Sub-shara,Adulto,44,878
Gambia,M,Saluzzo,Sub-shara,Adulto,44,878
Gambia,F,Saluzzo,Sub-shara,Giovane,22,878
Gambia,M,Saluzzo,Sub-shara,Giovane,30,878
Albania,M,Saluzzo,Euro-est,Giovane,18,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,33,878
Albania,M,Saluzzo,Euro-est,Giovane,22,878
Mali,M,Saluzzo,Africa,Giovane adulto,39,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,44,878
Albania,M,Saluzzo,Euro-est,Giovane,21,878
Marocco,F,Saluzzo,Africa,Giovane,21,878
Ucraina,F,Saluzzo,Euro-est,Anziano,56,878
Romania,M,Saluzzo,Euro-est,Anziano,70,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,46,878
Romania,M,Saluzzo,Euro-est,Giovane adulto,36,878
Romania,M,Saluzzo,Euro-est,Adulto,42,878
Pakistan,M,Saluzzo,India,Giovane,22,878
Pakistan,M,Saluzzo,India,Adulto,48,878
Albania,F,Saluzzo,Euro-est,Anziano,56,878
Albania,F,Saluzzo,Euro-est,Adulto,47,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,33,878
Albania,M,Saluzzo,Euro-est,Anziano,58,878
Albania,M,Saluzzo,Euro-est,Anziano,59,878
Repubblica popolare cinese,F,Saluzzo,India,Anziano,51,878
Repubblica popolare cinese,F,Saluzzo,India,Anziano,51,878
Repubblica popolare cinese,M,Saluzzo,India,Anziano,59,878
Repubblica popolare cinese,M,Saluzzo,India,Anziano,55,878
Marocco,F,Saluzzo,Africa,Adulto,43,878
Marocco,F,Saluzzo,Africa,Giovane,25,878
Marocco,M,Saluzzo,Africa,Giovane,26,878
Savigliano,M,Saluzzo,Italia,Giovane,22,878
Albania,F,Saluzzo,Euro-est,Adulto,44,878
Albania,M,Saluzzo,Euro-est,Adulto,48,878
Albania,M,Saluzzo,Euro-est,Giovane,20,878
Albania,M,Saluzzo,Euro-est,Anziano,55,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Albania,F,Saluzzo,Euro-est,Adulto,46,878
Marocco,M,Saluzzo,Africa,Anziano,52,878
Albania,M,Saluzzo,Euro-est,Giovane,20,878
Pakistan,M,Saluzzo,India,Giovane adulto,33,878
Marocco,M,Saluzzo,Africa,Giovane adulto,39,878
Marocco,M,Saluzzo,Africa,Giovane,26,878
Pakistan,M,Saluzzo,India,Giovane,23,878
Mali,M,Saluzzo,Africa,Giovane adulto,34,878
Marocco,F,Saluzzo,Africa,Adulto,44,878
Marocco,M,Saluzzo,Africa,Giovane adulto,40,878
Marocco,M,Saluzzo,Africa,Giovane adulto,32,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,33,878
Iraq,M,Saluzzo,India,Giovane,27,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Albania,M,Saluzzo,Euro-est,Adulto,44,878
Albania,M,Saluzzo,Euro-est,Anziano,56,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,36,878
Albania,F,Saluzzo,Euro-est,Adulto,42,878
Torino,M,Saluzzo,Italia,Adulto,47,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,42,878
Cuneo,M,Saluzzo,Italia,Giovane,19,878
Saluzzo,M,Saluzzo,Italia,Anziano,56,878
Albania,F,Saluzzo,Euro-est,Anziano,52,878
Palermo,F,Saluzzo,Italia,Anziano,54,878
Polonia,F,Saluzzo,Euro-est,Giovane adulto,36,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,41,878
Cuneo,F,Saluzzo,Italia,Giovane,17,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,50,878
Albania,F,Saluzzo,Euro-est,Anziano,61,878
Cuba,F,Saluzzo,Americhe,Anziano,51,878
Pinerolo,M,Saluzzo,Italia,Giovane adulto,38,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,40,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,31,878
Albania,M,Saluzzo,Euro-est,Giovane,18,878
Saluzzo,F,Saluzzo,Italia,Giovane,24,878
Macedonia,M,Saluzzo,Euro-est,Anziano,54,878
Romania,M,Saluzzo,Euro-est,Adulto,46,878
Albania,M,Saluzzo,Euro-est,Anziano,71,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,33,878
Albania,F,Saluzzo,Euro-est,Anziano,56,878
Savigliano,F,Saluzzo,Italia,Giovane,20,878
Alba,F,Saluzzo,Italia,Giovane,18,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,37,878
Albania,F,Saluzzo,Euro-est,Anziano,51,878
Albania,M,Saluzzo,Euro-est,Anziano,55,878
Albania,M,Saluzzo,Euro-est,Giovane,23,878
Albania,M,Saluzzo,Euro-est,Giovane,24,878
Albania,M,Saluzzo,Euro-est,Adulto,43,878
Albania,M,Saluzzo,Euro-est,Adulto,44,878
Albania,M,Saluzzo,Euro-est,Anziano,64,878
Romania,F,Saluzzo,Euro-est,Giovane,23,878
Albania,M,Saluzzo,Euro-est,Giovane,19,878
Albania,F,Saluzzo,Euro-est,Anziano,52,878
Mali,M,Saluzzo,Africa,Giovane,30,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,39,878
Savigliano,F,Saluzzo,Italia,Giovane,20,878
Albania,M,Saluzzo,Euro-est,Anziano,57,878
Albania,M,Saluzzo,Euro-est,Anziano,55,878
Albania,F,Saluzzo,Euro-est,Anziano,60,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Cuneo,F,Saluzzo,Italia,Anziano,58,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Marocco,M,Saluzzo,Africa,Anziano,67,878
Romania,M,Saluzzo,Euro-est,Adulto,47,878
Romania,M,Saluzzo,Euro-est,Anziano,53,878
Lagnasco,F,Saluzzo,Italia,Anziano,63,878
Saluzzo,M,Saluzzo,Italia,Anziano,64,878
Marocco,M,Saluzzo,Africa,Giovane adulto,37,878
Marocco,F,Saluzzo,Africa,Giovane,25,878
Albania,F,Saluzzo,Euro-est,Giovane,29,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,39,878
Albania,M,Saluzzo,Euro-est,Adulto,48,878
Saluzzo,M,Saluzzo,Italia,Adulto,46,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,40,878
Albania,F,Saluzzo,Euro-est,Giovane,25,878
Albania,M,Saluzzo,Euro-est,Anziano,71,878
Albania,M,Saluzzo,Euro-est,Anziano,65,878
Savigliano,F,Saluzzo,Italia,Giovane,24,878
Senegal,M,Saluzzo,Sub-shara,Giovane,28,878
Albania,M,Saluzzo,Euro-est,Adulto,46,878
Centallo,M,Saluzzo,Italia,Anziano,81,878
Savigliano,M,Saluzzo,Italia,Giovane,17,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Torino,M,Saluzzo,Italia,Giovane,21,878
Albania,F,Saluzzo,Euro-est,Adulto,41,878
Repubblica popolare cinese,F,Saluzzo,India,Adulto,49,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Cuba,F,Saluzzo,Americhe,Anziano,54,878
Cuneo,M,Saluzzo,Italia,Giovane adulto,35,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Ghana,F,Saluzzo,Sub-shara,Adulto,49,878
Bra,M,Saluzzo,Italia,Giovane,19,878
Saluzzo,F,Saluzzo,Italia,Giovane,28,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,39,878
Pinerolo,F,Saluzzo,Italia,Anziano,52,878
Gabon,M,Saluzzo,Sub-shara,Giovane adulto,33,878
Mali,M,Saluzzo,Africa,Giovane adulto,39,878
Mali,M,Saluzzo,Africa,Giovane,30,878
Savigliano,F,Saluzzo,Italia,Giovane,24,878
Albania,F,Saluzzo,Euro-est,Giovane,27,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,36,878
Cuneo,F,Saluzzo,Italia,Giovane,17,878
Saluzzo,F,Saluzzo,Italia,Anziano,60,878
Saluzzo,F,Saluzzo,Italia,Anziano,53,878
Albania,M,Saluzzo,Euro-est,Anziano,61,878
Albania,F,Saluzzo,Euro-est,Anziano,60,878
Albania,M,Saluzzo,Euro-est,Anziano,61,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,35,878
Savigliano,M,Saluzzo,Italia,Giovane,21,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Pinerolo,F,Saluzzo,Italia,Giovane,19,878
Brasile,F,Saluzzo,Americhe,Anziano,55,878
Saluzzo,F,Saluzzo,Italia,Giovane,24,878
Albania,M,Saluzzo,Euro-est,Giovane,26,878
Savigliano,F,Saluzzo,Italia,Giovane,18,878
Cuneo,M,Saluzzo,Italia,Anziano,54,878
Gambia,M,Saluzzo,Sub-shara,Giovane,29,878
Marocco,M,Saluzzo,Africa,Giovane adulto,35,878
Albania,M,Saluzzo,Euro-est,Adulto,45,878
Colombia,F,Saluzzo,Americhe,Adulto,43,878
Saluzzo,F,Saluzzo,Italia,Giovane,26,878
Marocco,F,Saluzzo,Africa,Adulto,49,878
Marocco,M,Saluzzo,Africa,Giovane,25,878
Torino,M,Saluzzo,Italia,Giovane,20,878
Biella,F,Saluzzo,Italia,Giovane,20,878
Marocco,F,Saluzzo,Africa,Anziano,66,878
Marocco,M,Saluzzo,Africa,Giovane,28,878
Marocco,F,Saluzzo,Africa,Giovane adulto,36,878
Albania,M,Saluzzo,Euro-est,Anziano,62,878
Marocco,M,Saluzzo,Africa,Giovane adulto,33,878
Marocco,M,Saluzzo,Africa,Anziano,61,878
Guinea bissau,M,Saluzzo,Sub-shara,Giovane adulto,34,878
Marocco,M,Saluzzo,Africa,Giovane,25,878
Saluzzo,M,Saluzzo,Italia,Giovane,26,878
Urbino,M,Saluzzo,Italia,Giovane,18,878
Marocco,M,Saluzzo,Africa,Giovane,23,878
Montecchio emilia,M,Saluzzo,Italia,Giovane,17,878
Marocco,M,Saluzzo,Africa,Anziano,60,878
Spagna,M,Saluzzo,Euro-centro,Giovane,21,878
Marocco,F,Saluzzo,Africa,Anziano,58,878
Marocco,M,Saluzzo,Africa,Adulto,49,878
Marocco,M,Saluzzo,Africa,Giovane adulto,34,878
Marocco,M,Saluzzo,Africa,Giovane,28,878
Marocco,M,Saluzzo,Africa,Giovane,25,878
Marocco,M,Saluzzo,Africa,Giovane,20,878
Marocco,F,Saluzzo,Africa,Giovane adulto,33,878
Marocco,M,Saluzzo,Africa,Giovane,30,878
Romania,F,Saluzzo,Euro-est,Adulto,46,878
Pinerolo,F,Saluzzo,Italia,Giovane,19,878
Albania,M,Saluzzo,Euro-est,Anziano,68,878
Albania,M,Saluzzo,Euro-est,Adulto,43,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Marocco,M,Saluzzo,Africa,Giovane,27,878
Albania,M,Saluzzo,Euro-est,Anziano,56,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,38,878
Algeria,M,Saluzzo,Africa,Giovane adulto,32,878
Gambia,M,Saluzzo,Sub-shara,Giovane,26,878
Mali,M,Saluzzo,Africa,Giovane adulto,33,878
Mali,M,Saluzzo,Africa,Adulto,47,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,41,878
Mali,M,Saluzzo,Africa,Adulto,44,878
Mali,M,Saluzzo,Africa,Giovane,30,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,44,878
Brasile,F,Saluzzo,Americhe,Adulto,45,878
Sesto san giovanni,M,Saluzzo,Italia,Giovane,24,878
Boves,M,Saluzzo,Italia,Anziano,74,878
Albania,M,Saluzzo,Euro-est,Anziano,60,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,34,878
Albania,M,Saluzzo,Euro-est,Adulto,46,878
Savigliano,M,Saluzzo,Italia,Giovane,20,878
Cuneo,F,Saluzzo,Italia,Giovane,20,878
Albania,M,Saluzzo,Euro-est,Adulto,44,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,40,878
Albania,M,Saluzzo,Euro-est,Anziano,63,878
Revello,M,Saluzzo,Italia,Anziano,51,878
Marocco,M,Saluzzo,Africa,Giovane adulto,36,878
Marocco,M,Saluzzo,Africa,Giovane,27,878
Marocco,M,Saluzzo,Africa,Giovane adulto,36,878
Senegal,M,Saluzzo,Sub-shara,Giovane adulto,36,878
India,M,Saluzzo,India,Adulto,50,878
Senegal,F,Saluzzo,Sub-shara,Adulto,45,878
Senegal,F,Saluzzo,Sub-shara,Giovane,21,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,33,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,31,878
Marocco,F,Saluzzo,Africa,Giovane adulto,40,878
Albania,M,Saluzzo,Euro-est,Anziano,67,878
Mali,M,Saluzzo,Africa,Giovane adulto,39,878
Mali,M,Saluzzo,Africa,Giovane,27,878
Senegal,M,Saluzzo,Sub-shara,Giovane adulto,34,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Senegal,M,Saluzzo,Sub-shara,Giovane,29,878
Mali,M,Saluzzo,Africa,Giovane adulto,37,878
Mali,M,Saluzzo,Africa,Giovane adulto,33,878
Mali,M,Saluzzo,Africa,Anziano,57,878
Pinerolo,M,Saluzzo,Italia,Giovane,19,878
Senegal,M,Saluzzo,Sub-shara,Giovane,25,878
Scarnafigi,M,Saluzzo,Italia,Anziano,66,878
Mali,M,Saluzzo,Africa,Giovane,28,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,45,878
Albania,F,Saluzzo,Euro-est,Giovane adulto,37,878
Carmagnola,M,Saluzzo,Italia,Giovane,19,878
India,F,Saluzzo,India,Giovane adulto,35,878
Torino,M,Saluzzo,Italia,Giovane,18,878
Algeria,M,Saluzzo,Africa,Anziano,58,878
Algeria,M,Saluzzo,Africa,Giovane,19,878
Savigliano,F,Saluzzo,Italia,Giovane adulto,31,878
Fiore,M,Saluzzo,Italia,Anziano,57,878
Torino,M,Saluzzo,Italia,Anziano,63,878
Argentina,M,Saluzzo,Americhe,Giovane adulto,35,878
Marocco,F,Saluzzo,Africa,Anziano,59,878
Saluzzo,F,Saluzzo,Italia,Anziano,68,878
Albania,M,Saluzzo,Euro-est,Anziano,51,878
Albania,M,Saluzzo,Euro-est,Anziano,65,878
Savigliano,M,Saluzzo,Italia,Giovane,17,878
India,M,Saluzzo,India,Giovane,28,878
Gambia,M,Saluzzo,Sub-shara,Giovane,27,878
Liberia,M,Saluzzo,Sub-shara,Adulto,44,878
Bra,F,Saluzzo,Italia,Giovane,27,878
Romania,M,Saluzzo,Euro-est,Anziano,55,878
Romania,F,Saluzzo,Euro-est,Giovane,22,878
Mali,M,Saluzzo,Africa,Giovane adulto,31,878
Mali,M,Saluzzo,Africa,Giovane adulto,38,878
Albania,F,Saluzzo,Euro-est,Adulto,41,878
Guinea,M,Saluzzo,Sub-shara,Giovane,25,878
Marocco,F,Saluzzo,Africa,Anziano,57,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,42,878
Mali,M,Saluzzo,Africa,Adulto,41,878
Albania,F,Saluzzo,Euro-est,Anziano,55,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,42,878
Savigliano,F,Saluzzo,Italia,Giovane,20,878
Mali,M,Saluzzo,Africa,Giovane adulto,32,878
Burkina faso,M,Saluzzo,Sub-shara,Giovane adulto,35,878
Battipaglia,F,Saluzzo,Italia,Anziano,64,878
Saluzzo,F,Saluzzo,Italia,Anziano,54,878
Albania,M,Saluzzo,Euro-est,Anziano,61,878
Saluzzo,M,Saluzzo,Italia,Adulto,41,878
Saluzzo,F,Saluzzo,Italia,Anziano,63,878
Saluzzo,F,Saluzzo,Italia,Giovane adulto,40,878
Fossano,M,Saluzzo,Italia,Anziano,64,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,34,878
Mali,M,Saluzzo,Africa,Giovane adulto,33,878
Mali,M,Saluzzo,Africa,Giovane adulto,36,878
Vigone,M,Saluzzo,Italia,Anziano,70,878
Marocco,M,Saluzzo,Africa,Anziano,71,878
Mali,M,Saluzzo,Africa,Giovane,27,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,38,878
Ghana,M,Saluzzo,Sub-shara,Giovane,30,878
Mali,M,Saluzzo,Africa,Giovane adulto,36,878
Mali,M,Saluzzo,Africa,Giovane,25,878
Mali,M,Saluzzo,Africa,Adulto,44,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,39,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,44,878
Savigliano,F,Saluzzo,Italia,Giovane,25,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Gambia,M,Saluzzo,Sub-shara,Anziano,53,878
Guinea,M,Saluzzo,Sub-shara,Adulto,43,878
Guinea,M,Saluzzo,Sub-shara,Giovane adulto,39,878
Saluzzo,F,Saluzzo,Italia,Giovane,26,878
Albania,F,Saluzzo,Euro-est,Anziano,59,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,36,878
Albania,M,Saluzzo,Euro-est,Anziano,60,878
Albania,M,Saluzzo,Euro-est,Giovane,30,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Albania,M,Saluzzo,Euro-est,Giovane,19,878
Albania,F,Saluzzo,Euro-est,Giovane,22,878
Albania,M,Saluzzo,Euro-est,Anziano,56,878
Carde',M,Saluzzo,Italia,Anziano,70,878
Mali,M,Saluzzo,Africa,Giovane adulto,40,878
Mali,M,Saluzzo,Africa,Giovane adulto,32,878
Senegal,M,Saluzzo,Sub-shara,Giovane adulto,40,878
Senegal,M,Saluzzo,Sub-shara,Giovane,27,878
Guinea bissau,M,Saluzzo,Sub-shara,Giovane adulto,31,878
India,M,Saluzzo,India,Adulto,48,878
India,M,Saluzzo,India,Giovane adulto,34,878
Guinea,M,Saluzzo,Sub-shara,Adulto,45,878
Senegal,M,Saluzzo,Sub-shara,Giovane adulto,33,878
India,F,Saluzzo,India,Giovane,26,878
Savigliano,M,Saluzzo,Italia,Giovane,28,878
Marocco,F,Saluzzo,Africa,Anziano,56,878
Marocco,F,Saluzzo,Africa,Giovane adulto,32,878
Cuneo,F,Saluzzo,Italia,Giovane,19,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,34,878
India,M,Saluzzo,India,Giovane,25,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,35,878
Carru',M,Saluzzo,Italia,Anziano,51,878
San mauro torinese,F,Saluzzo,Italia,Anziano,66,878
Argentina,M,Saluzzo,Americhe,Adulto,45,878
India,M,Saluzzo,India,Adulto,44,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Savigliano,M,Saluzzo,Italia,Giovane,19,878
Savigliano,M,Saluzzo,Italia,Giovane,21,878
India,M,Saluzzo,India,Giovane,22,878
India,M,Saluzzo,India,Anziano,54,878
Belgio,F,Saluzzo,Euro-centro,Anziano,56,878
Albania,M,Saluzzo,Euro-est,Anziano,54,878
Albania,M,Saluzzo,Euro-est,Giovane,28,878
Torino,F,Saluzzo,Italia,Anziano,59,878
Senegal,M,Saluzzo,Sub-shara,Giovane,24,878
Senegal,M,Saluzzo,Sub-shara,Giovane,27,878
Mali,M,Saluzzo,Africa,Giovane adulto,35,878
Torino,M,Saluzzo,Italia,Anziano,61,878
Mali,M,Saluzzo,Africa,Adulto,41,878
Savigliano,F,Saluzzo,Italia,Giovane,18,878
Albania,M,Saluzzo,Euro-est,Anziano,54,878
Albania,M,Saluzzo,Euro-est,Giovane,27,878
Albania,F,Saluzzo,Euro-est,Anziano,52,878
Saluzzo,M,Saluzzo,Italia,Anziano,59,878
Saluzzo,M,Saluzzo,Italia,Anziano,72,878
Albania,M,Saluzzo,Euro-est,Anziano,51,878
Albania,F,Saluzzo,Euro-est,Giovane,20,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,36,878
Burkina faso,M,Saluzzo,Sub-shara,Giovane adulto,35,878
Albania,M,Saluzzo,Euro-est,Giovane adulto,33,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Saluzzo,M,Saluzzo,Italia,Giovane,24,878
Savigliano,M,Saluzzo,Italia,Giovane adulto,33,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Carmagnola,F,Saluzzo,Italia,Giovane,18,878
Savigliano,M,Saluzzo,Italia,Giovane,29,878
Albania,M,Saluzzo,Euro-est,Anziano,52,878
Marocco,F,Saluzzo,Africa,Anziano,52,878
Romania,M,Saluzzo,Euro-est,Giovane adulto,36,878
Senegal,M,Saluzzo,Sub-shara,Giovane,28,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,36,878
Marocco,M,Saluzzo,Africa,Giovane,21,878
Mali,M,Saluzzo,Africa,Giovane,24,878
Marocco,M,Saluzzo,Africa,Giovane,24,878
Saluzzo,M,Saluzzo,Italia,Anziano,54,878
Carmagnola,M,Saluzzo,Italia,Giovane,19,878
Albania,F,Saluzzo,Euro-est,Adulto,49,878
Albania,M,Saluzzo,Euro-est,Anziano,51,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Romania,M,Saluzzo,Euro-est,Adulto,49,878
Savigliano,M,Saluzzo,Italia,Giovane,21,878
Saluzzo,M,Saluzzo,Italia,Anziano,55,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,34,878
Saluzzo,F,Saluzzo,Italia,Adulto,49,878
Saluzzo,F,Saluzzo,Italia,Anziano,66,878
Saluzzo,M,Saluzzo,Italia,Anziano,70,878
Mali,M,Saluzzo,Africa,Giovane adulto,38,878
Mali,M,Saluzzo,Africa,Giovane adulto,37,878
Saluzzo,M,Saluzzo,Italia,Anziano,57,878
Pinerolo,M,Saluzzo,Italia,Giovane,19,878
Savigliano,F,Saluzzo,Italia,Giovane adulto,36,878
Carmagnola,F,Saluzzo,Italia,Giovane,19,878
Savigliano,F,Saluzzo,Italia,Giovane,21,878
Savigliano,M,Saluzzo,Italia,Giovane,18,878
Cuneo,M,Saluzzo,Italia,Giovane,19,878
Albania,F,Saluzzo,Euro-est,Anziano,51,878
Mali,M,Saluzzo,Africa,Giovane adulto,34,878
Romania,F,Saluzzo,Euro-est,Giovane adulto,38,878
Marocco,M,Saluzzo,Africa,Adulto,43,878
Costa d'avorio,M,Saluzzo,Sub-shara,Adulto,44,878
Limone piemonte,M,Saluzzo,Italia,Anziano,59,878
Busca,F,Saluzzo,Italia,Anziano,62,878
Cuneo,F,Saluzzo,Italia,Giovane,20,878
Cuneo,M,Saluzzo,Italia,Giovane,21,878
Saluzzo,F,Saluzzo,Italia,Anziano,58,878
Calabria,F,Saluzzo,Italia,Anziano,66,878
Saluzzo,M,Saluzzo,Italia,Anziano,63,878
Marocco,F,Saluzzo,Africa,Giovane,27,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Romania,F,Saluzzo,Euro-est,Adulto,41,878
Peru',F,Saluzzo,Americhe,Adulto,47,878
Romania,M,Saluzzo,Euro-est,Anziano,55,878
Gambia,M,Saluzzo,Sub-shara,Giovane adulto,35,878
Saluzzo,M,Saluzzo,Italia,Anziano,53,878
Burkina faso,M,Saluzzo,Sub-shara,Adulto,42,878
Pakistan,M,Saluzzo,India,Giovane,30,878
Savigliano,F,Saluzzo,Italia,Giovane,26,878
Guinea,M,Saluzzo,Sub-shara,Giovane,26,878
Cuneo,F,Saluzzo,Italia,Giovane,18,878
Albania,M,Saluzzo,Euro-est,Adulto,47,878
Savigliano,F,Saluzzo,Italia,Giovane,19,878
Saluzzo,F,Saluzzo,Italia,Giovane,23,878
Tunisia,M,Saluzzo,Africa,Anziano,54,878
Saluzzo,M,Saluzzo,Italia,Anziano,75,878
Po,F,Saluzzo,Italia,Anziano,62,878
Savigliano,F,Saluzzo,Italia,Giovane,21,878
Repubblica popolare cinese,F,Saluzzo,India,Anziano,60,878
Saluzzo,M,Saluzzo,Italia,Anziano,68,878
Mali,M,Saluzzo,Africa,Giovane adulto,33,878
Saluzzo,M,Saluzzo,Italia,Anziano,70,878
Burkina faso,M,Saluzzo,Sub-shara,Giovane adulto,38,878
Albania,F,Saluzzo,Euro-est,Anziano,51,878
Costa d'avorio,M,Saluzzo,Sub-shara,Giovane adulto,37,878
